,p,d,q,P,D,Q,AIC,BIC
0,3.0,0.0,1.0,0.0,0.0,2.0,-958.4594149329184,-889.8050653600673
0,3.0,0.0,1.0,0.0,0.0,3.0,-970.659245919812,-898.1907658151357
0,3.0,0.0,1.0,0.0,1.0,0.0,-809.9947297206822,-749.306511986536
0,3.0,0.0,1.0,0.0,1.0,1.0,-932.1830757752559,-867.7018444327255
0,3.0,0.0,1.0,0.0,1.0,2.0,-930.0775237469318,-861.8032787960171
0,3.0,0.0,1.0,0.0,1.0,3.0,-929.0997190325845,-857.0324604732858
0,3.0,0.0,1.0,0.0,2.0,0.0,-477.73714044014076,-417.39408247006054
0,3.0,0.0,1.0,0.0,2.0,1.0,-755.2054337698585,-691.0909346766482
0,3.0,0.0,1.0,0.0,2.0,2.0,-855.1229931749141,-787.2370529585738
0,3.0,0.0,1.0,0.0,2.0,3.0,-854.9017359961001,-783.2443546566299
0,3.0,0.0,1.0,1.0,0.0,0.0,-959.6415619262549,-894.8013428852288
0,3.0,0.0,1.0,1.0,0.0,1.0,-971.8538944347727,-903.1995448619215
0,3.0,0.0,1.0,1.0,0.0,2.0,-973.3315158704037,-900.8630357657274
0,3.0,0.0,1.0,1.0,0.0,3.0,-976.2698304210594,-899.9872197845581
0,3.0,0.0,1.0,1.0,1.0,0.0,-872.8632168950894,-808.381985552559
0,3.0,0.0,1.0,1.0,1.0,1.0,-929.9298250395834,-861.6555800886688
0,3.0,0.0,1.0,1.0,1.0,2.0,-928.3948212162117,-856.327562656913
0,3.0,0.0,1.0,1.0,1.0,3.0,-928.8447699199612,-852.9844977522783
0,3.0,0.0,1.0,1.0,2.0,0.0,-604.1987330677862,-540.0842339745759
0,3.0,0.0,1.0,1.0,2.0,1.0,-814.249998419562,-746.3640582032217
0,3.0,0.0,1.0,1.0,2.0,2.0,-788.3462395483981,-716.6888582089277
0,3.0,0.0,1.0,1.0,2.0,3.0,-850.4513227832769,-775.0225003206765
0,3.0,0.0,2.0,0.0,0.0,0.0,-952.6186765241903,-887.7784574831642
0,3.0,0.0,2.0,0.0,0.0,1.0,-955.6113334275964,-886.9569838547452
0,3.0,0.0,2.0,0.0,0.0,2.0,-955.9441191156832,-883.4756390110069
0,3.0,0.0,2.0,0.0,0.0,3.0,-968.4886958485885,-892.2060852120871
0,3.0,0.0,2.0,0.0,1.0,0.0,-804.4236074036521,-739.9423760611216
0,3.0,0.0,2.0,0.0,1.0,1.0,-930.0064965990991,-861.7322516481845
0,3.0,0.0,2.0,0.0,1.0,2.0,-928.511788216814,-856.4445296575153
0,3.0,0.0,2.0,0.0,1.0,3.0,-927.2159328132706,-851.3556606455877
0,3.0,0.0,2.0,0.0,2.0,0.0,-475.06584582895493,-410.95134673574466
0,3.0,0.0,2.0,0.0,2.0,1.0,-749.1333059705573,-681.2473657542171
0,3.0,0.0,2.0,0.0,2.0,2.0,-847.5925907168922,-775.9352093774219
0,3.0,0.0,2.0,0.0,2.0,3.0,-852.1393848484345,-776.7105623858341
0,3.0,0.0,2.0,1.0,0.0,0.0,-956.9102415349838,-888.2558919621326
0,3.0,0.0,2.0,1.0,0.0,1.0,-971.2210645059965,-898.7525844013203
0,3.0,0.0,2.0,1.0,0.0,2.0,-971.5885058896066,-895.3058952531053
0,3.0,0.0,2.0,1.0,0.0,3.0,-974.1189072526694,-894.022166084343
0,3.0,0.0,2.0,1.0,1.0,0.0,-871.3784731525346,-803.10422820162
0,3.0,0.0,2.0,1.0,1.0,1.0,-928.6926403459656,-856.6253817866669
0,3.0,0.0,2.0,1.0,1.0,2.0,-926.4367184072862,-850.5764462396033
0,3.0,0.0,2.0,1.0,1.0,3.0,-926.1173024811453,-846.4640167050783
0,3.0,0.0,2.0,1.0,2.0,0.0,-599.9343551593203,-532.04841494298
0,3.0,0.0,2.0,1.0,2.0,1.0,-810.5691506959806,-738.9117693565104
0,3.0,0.0,2.0,1.0,2.0,2.0,-846.9272494203315,-771.4984269577311
0,3.0,0.0,2.0,1.0,2.0,3.0,-848.5650018012395,-769.3647382155092
0,3.0,0.0,3.0,0.0,0.0,0.0,-957.1904489783112,-888.53609940546
0,3.0,0.0,3.0,0.0,0.0,1.0,-958.8698501395168,-886.4013700348405
0,3.0,0.0,3.0,0.0,0.0,2.0,-958.8306333549717,-882.5480227184704
0,3.0,0.0,3.0,0.0,0.0,3.0,-971.9167567744938,-891.8200156061674
0,3.0,0.0,3.0,0.0,1.0,0.0,-802.3702115933386,-734.095966642424
0,3.0,0.0,3.0,0.0,1.0,1.0,-932.3011137241037,-860.233855164805
0,3.0,0.0,3.0,0.0,1.0,2.0,-930.4965374537899,-854.636265286107
0,3.0,0.0,3.0,0.0,1.0,3.0,-929.302042770827,-849.64875699476
0,3.0,0.0,3.0,0.0,2.0,0.0,-481.9556661556851,-414.06972593934483
0,3.0,0.0,3.0,0.0,2.0,1.0,-747.3626873783924,-675.7053060389221
0,3.0,0.0,3.0,0.0,2.0,2.0,-851.8636031169106,-776.4347806543102
0,3.0,0.0,3.0,0.0,2.0,3.0,-852.5789811788529,-773.3787175931226
0,3.0,0.0,3.0,1.0,0.0,0.0,-960.0046755602716,-887.5361954555954
0,3.0,0.0,3.0,1.0,0.0,1.0,-970.4393615141074,-894.1567508776061
0,3.0,0.0,3.0,1.0,0.0,2.0,-974.0013968639344,-893.904655695608
0,3.0,0.0,3.0,1.0,0.0,3.0,-976.4146426660564,-892.5037709659049
0,3.0,0.0,3.0,1.0,1.0,0.0,-869.6076691525576,-797.5404105932589
0,3.0,0.0,3.0,1.0,1.0,1.0,-929.8020354761948,-853.9417633085119
0,3.0,0.0,3.0,1.0,1.0,2.0,-927.8704962797356,-848.2172105036685
0,3.0,0.0,3.0,1.0,1.0,3.0,-928.3359734674963,-844.8896740830451
0,3.0,0.0,3.0,1.0,2.0,0.0,-598.6468813770158,-526.9895000375454
0,3.0,0.0,3.0,1.0,2.0,1.0,-808.2487579410424,-732.8199354784421
0,3.0,0.0,3.0,1.0,2.0,2.0,-834.7284223742687,-755.5281587885383
0,3.0,0.0,3.0,1.0,2.0,3.0,-846.2647017665183,-763.292997057658
0,3.0,0.0,4.0,0.0,0.0,0.0,-977.8487242423114,-905.3802441376351
0,3.0,0.0,4.0,0.0,0.0,1.0,-975.9393361914912,-899.6567255549899
0,3.0,0.0,4.0,0.0,0.0,2.0,-975.4141428723108,-895.3174017039844
0,3.0,0.0,4.0,0.0,0.0,3.0,-990.3164925991018,-906.4056208989504
0,3.0,0.0,4.0,0.0,1.0,0.0,-841.10015517287,-769.0328966135713
0,3.0,0.0,4.0,0.0,1.0,1.0,-939.3004715741347,-863.4401994064518
0,3.0,0.0,4.0,0.0,1.0,2.0,-937.7133567299875,-858.0600709539204
0,3.0,0.0,4.0,0.0,1.0,3.0,-937.2276942132637,-853.7813948288125
0,3.0,0.0,4.0,0.0,2.0,0.0,-598.1650586408965,-526.5076773014262
0,3.0,0.0,4.0,0.0,2.0,1.0,-769.2162071825088,-693.7873847199085
0,3.0,0.0,4.0,0.0,2.0,2.0,-855.2574028168141,-776.0571392310837
0,3.0,0.0,4.0,0.0,2.0,3.0,-864.0054475909635,-781.0337428821032
0,3.0,0.0,4.0,1.0,0.0,0.0,-975.9034161044694,-899.6208054679681
0,3.0,0.0,4.0,1.0,0.0,1.0,-981.0008192343882,-900.9040780660619
0,3.0,0.0,4.0,1.0,0.0,2.0,-987.6059209886985,-903.695049288547
0,3.0,0.0,4.0,1.0,0.0,3.0,-989.9490598418042,-902.2240576098277
0,3.0,0.0,4.0,1.0,1.0,0.0,-884.9020853429768,-809.0418131752939
0,3.0,0.0,4.0,1.0,1.0,1.0,-936.8667955228216,-857.2135097467545
0,3.0,0.0,4.0,1.0,1.0,2.0,-936.7920671728806,-853.3457677884294
0,3.0,0.0,4.0,1.0,1.0,3.0,-935.4234024645061,-848.1840894716709
0,3.0,0.0,4.0,1.0,2.0,0.0,-597.3962276501419,-521.9674051875415
0,3.0,0.0,4.0,1.0,2.0,1.0,-805.6537181021265,-726.4534545163962
0,3.0,0.0,4.0,1.0,2.0,2.0,-810.591070393985,-727.6193656851246
0,3.0,0.0,4.0,1.0,2.0,3.0,-851.2577632311761,-764.5146173991857
0,3.0,0.0,5.0,0.0,0.0,0.0,-974.8671403143678,-898.5845296778665
0,3.0,0.0,5.0,0.0,0.0,1.0,-974.2678852867035,-894.1711441183771
0,3.0,0.0,5.0,0.0,0.0,2.0,-973.7663992361773,-889.8555275360259
0,3.0,0.0,5.0,0.0,0.0,3.0,-988.999226264388,-901.2742240324114
0,3.0,0.0,5.0,0.0,1.0,0.0,-866.8656600281788,-791.005387860496
0,3.0,0.0,5.0,0.0,1.0,1.0,-933.8671598948931,-854.2138741188261
0,3.0,0.0,5.0,0.0,1.0,2.0,-940.0986153805682,-856.652315996117
0,3.0,0.0,5.0,0.0,1.0,3.0,-936.9061435461156,-849.6668305532803
0,3.0,0.0,5.0,0.0,2.0,0.0,-614.4323375361703,-539.0035150735699
0,3.0,0.0,5.0,0.0,2.0,1.0,-801.6944806472995,-722.4942170615692
0,3.0,0.0,5.0,0.0,2.0,2.0,-861.5723889210748,-778.6006842122144
0,3.0,0.0,5.0,0.0,2.0,3.0,-857.8917324955714,-771.148586663581
0,3.0,0.0,5.0,1.0,0.0,0.0,-974.6567319738867,-894.5599908055603
0,3.0,0.0,5.0,1.0,0.0,1.0,-981.8618691104075,-897.950997410256
0,3.0,0.0,5.0,1.0,0.0,2.0,-986.2173084847018,-898.4923062527253
0,3.0,0.0,5.0,1.0,0.0,3.0,-989.1487035487346,-897.609570784933
0,3.0,0.0,5.0,1.0,1.0,0.0,-876.2963603288973,-796.6430745528303
0,3.0,0.0,5.0,1.0,1.0,1.0,-941.8992428566776,-858.4529434722264
0,3.0,0.0,5.0,1.0,1.0,2.0,-940.0289466534434,-852.7896336606082
0,3.0,0.0,5.0,1.0,1.0,3.0,-932.060308265656,-841.0279816644365
0,3.0,0.0,5.0,1.0,2.0,0.0,-680.5509021197133,-601.350638533983
0,3.0,0.0,5.0,1.0,2.0,1.0,-809.1653050394068,-726.1936003305465
0,3.0,0.0,5.0,1.0,2.0,2.0,-792.6483321296369,-705.9051862976464
0,3.0,0.0,5.0,1.0,2.0,3.0,-854.7282673300505,-764.2136803749302
0,3.0,0.0,6.0,0.0,0.0,0.0,-972.0740381258444,-891.977296957518
0,3.0,0.0,6.0,0.0,0.0,1.0,-970.8715291143343,-886.9606574141828
0,3.0,0.0,6.0,0.0,0.0,2.0,-970.6540893332586,-882.9290871012821
0,3.0,0.0,6.0,0.0,0.0,3.0,-986.8821184753699,-895.3429857115683
0,3.0,0.0,6.0,0.0,1.0,0.0,-930.1034462584488,-850.4501604823818
0,3.0,0.0,6.0,0.0,1.0,1.0,-930.0662699350132,-846.619970550562
0,3.0,0.0,6.0,0.0,1.0,2.0,-933.1802110587569,-845.9408980659216
0,3.0,0.0,6.0,0.0,1.0,3.0,-931.6092517968768,-840.5769251956574
0,3.0,0.0,6.0,0.0,2.0,0.0,-695.8096599548192,-616.6093963690888
0,3.0,0.0,6.0,0.0,2.0,1.0,-845.7514863322513,-762.7797816233909
0,3.0,0.0,6.0,0.0,2.0,2.0,-855.445177464667,-768.7020316326766
0,3.0,0.0,6.0,0.0,2.0,3.0,-848.4047675615182,-757.8901806063977
0,3.0,0.0,6.0,1.0,0.0,0.0,-971.4084457587192,-887.4975740585677
0,3.0,0.0,6.0,1.0,0.0,1.0,-980.4897079164191,-892.7647056844426
0,3.0,0.0,6.0,1.0,0.0,2.0,-984.3568126088096,-892.817679845008
0,3.0,0.0,6.0,1.0,0.0,3.0,-987.4225063698782,-892.0692430742515
0,3.0,0.0,6.0,1.0,1.0,0.0,-931.3866910507368,-847.9403916662856
0,3.0,0.0,6.0,1.0,1.0,1.0,-935.605205508392,-848.3658925155567
0,3.0,0.0,6.0,1.0,1.0,2.0,-932.1758486440415,-841.143522042822
0,3.0,0.0,6.0,1.0,1.0,3.0,-931.1052299185767,-836.2798897089731
0,3.0,0.0,6.0,1.0,2.0,0.0,-768.5832566683803,-685.6115519595199
0,3.0,0.0,6.0,1.0,2.0,1.0,-850.5844289916979,-763.8412831597075
0,3.0,0.0,6.0,1.0,2.0,2.0,-846.3709720097673,-755.856385054647
0,3.0,0.0,6.0,1.0,2.0,3.0,-859.2646395479491,-764.9786114696986
0,3.0,0.0,7.0,0.0,0.0,0.0,-970.8501532769756,-886.9392815768241
0,3.0,0.0,7.0,0.0,0.0,1.0,-969.7266120410198,-882.0016098090433
0,3.0,0.0,7.0,0.0,0.0,2.0,-971.9157492678102,-880.3766165040086
0,3.0,0.0,7.0,0.0,0.0,3.0,-987.1564504535036,-891.8031871578769
0,3.0,0.0,7.0,0.0,1.0,0.0,-941.1722462968571,-857.7259469124059
0,3.0,0.0,7.0,0.0,1.0,1.0,-940.9517104245595,-853.7123974317242
0,3.0,0.0,7.0,0.0,1.0,2.0,-935.4778122178802,-844.4454856166608
0,3.0,0.0,7.0,0.0,1.0,3.0,-940.2077659447684,-845.3824257351648
0,3.0,0.0,7.0,0.0,2.0,0.0,-742.3718094295016,-659.4001047206413
0,3.0,0.0,7.0,0.0,2.0,1.0,-865.2679691604612,-778.5248233284708
0,3.0,0.0,7.0,0.0,2.0,2.0,-849.7418729567605,-759.2272860016401
0,3.0,0.0,7.0,0.0,2.0,3.0,-847.5544530156167,-753.2684249373663
0,3.0,0.0,7.0,1.0,0.0,0.0,-969.9469681725808,-882.2219659406043
0,3.0,0.0,7.0,1.0,0.0,1.0,-977.7320039454862,-886.1928711816846
0,3.0,0.0,7.0,1.0,0.0,2.0,-986.103361339189,-890.7500980435623
0,3.0,0.0,7.0,1.0,0.0,3.0,-986.5096224887839,-887.3422286613321
0,3.0,0.0,7.0,1.0,1.0,0.0,-940.0431924152571,-852.8038794224217
0,3.0,0.0,7.0,1.0,1.0,1.0,-938.7095968931934,-847.677270291974
0,3.0,0.0,7.0,1.0,1.0,2.0,-937.1399944488261,-842.3146542392225
0,3.0,0.0,7.0,1.0,1.0,3.0,-936.2367609971259,-837.6184071791381
0,3.0,0.0,7.0,1.0,2.0,0.0,-799.9615236904453,-713.2183778584549
0,3.0,0.0,7.0,1.0,2.0,1.0,-858.871307918446,-768.3567209633256
0,3.0,0.0,7.0,1.0,2.0,2.0,-857.5711491215153,-763.2851210432649
0,3.0,0.0,7.0,1.0,2.0,3.0,-861.126267083842,-763.0687978824616
0,3.0,0.0,8.0,0.0,0.0,0.0,-970.3669436296977,-882.6419413977212
0,3.0,0.0,8.0,0.0,0.0,1.0,-968.764732803495,-877.2256000396934
0,3.0,0.0,8.0,0.0,0.0,2.0,-969.5801032885042,-874.2268399928776
0,3.0,0.0,8.0,0.0,0.0,3.0,-985.146850713689,-885.9794568862372
0,3.0,0.0,8.0,0.0,1.0,0.0,-939.2021189844986,-851.9628059916633
0,3.0,0.0,8.0,0.0,1.0,1.0,-940.0224995628564,-848.990172961637
0,3.0,0.0,8.0,0.0,1.0,2.0,-937.2243846660233,-842.3990444564197
0,3.0,0.0,8.0,0.0,1.0,3.0,-943.1401242915981,-844.5217704736103
0,3.0,0.0,8.0,0.0,2.0,0.0,-740.5522199557009,-653.8090741237106
0,3.0,0.0,8.0,0.0,2.0,1.0,-862.683882925719,-772.1692959705986
0,3.0,0.0,8.0,0.0,2.0,2.0,-849.8917719564117,-755.6057438781613
0,3.0,0.0,8.0,0.0,2.0,3.0,-849.5713812416043,-751.5139120402239
0,3.0,0.0,8.0,1.0,0.0,0.0,-969.9022910734802,-878.3631583096786
0,3.0,0.0,8.0,1.0,0.0,1.0,-982.9338746574069,-887.5806113617803
0,3.0,0.0,8.0,1.0,0.0,2.0,-981.2933512095019,-882.1259573820502
0,3.0,0.0,8.0,1.0,0.0,3.0,-986.2597190011502,-883.2781946418734
0,3.0,0.0,8.0,1.0,1.0,0.0,-939.6315438565912,-848.5992172553717
0,3.0,0.0,8.0,1.0,1.0,1.0,-938.0300975428129,-843.2047573332093
0,3.0,0.0,8.0,1.0,1.0,2.0,-935.6996140999303,-837.0812602819425
0,3.0,0.0,8.0,1.0,1.0,3.0,-941.0239058213762,-838.6125383950043
0,3.0,0.0,8.0,1.0,2.0,0.0,-798.366428461596,-707.8518415064757
0,3.0,0.0,8.0,1.0,2.0,1.0,-859.2021593923264,-764.916131314076
0,3.0,0.0,8.0,1.0,2.0,2.0,-858.8763350695278,-760.8188658681474
0,3.0,0.0,8.0,1.0,2.0,3.0,-860.4095331655016,-758.5806228409912
0,3.0,0.0,9.0,0.0,0.0,0.0,-967.7768936263662,-876.2377608625646
0,3.0,0.0,9.0,0.0,0.0,1.0,-966.9204152331815,-871.5671519375549
0,3.0,0.0,9.0,0.0,0.0,2.0,-968.222507093421,-869.0551132659692
0,3.0,0.0,9.0,0.0,0.0,3.0,-982.4703245090479,-879.4888001497711
0,3.0,0.0,9.0,0.0,1.0,0.0,-937.4428293403917,-846.4105027391722
0,3.0,0.0,9.0,0.0,1.0,1.0,-938.276943911745,-843.4516037021414
0,3.0,0.0,9.0,0.0,1.0,2.0,-936.4347295209735,-837.8163757029857
0,3.0,0.0,9.0,0.0,1.0,3.0,-940.2694062696419,-837.8580388432699
0,3.0,0.0,9.0,0.0,2.0,0.0,-740.2198415956885,-649.7052546405682
0,3.0,0.0,9.0,0.0,2.0,1.0,-862.5319306749957,-768.2459025967453
0,3.0,0.0,9.0,0.0,2.0,2.0,-853.6710860503098,-755.6136168489294
0,3.0,0.0,9.0,0.0,2.0,3.0,-856.1866819266236,-754.3577716021132
0,3.0,0.0,9.0,1.0,0.0,0.0,-966.5976296943818,-871.2443663987551
0,3.0,0.0,9.0,1.0,0.0,1.0,-980.6073035224138,-881.439909694962
0,3.0,0.0,9.0,1.0,0.0,2.0,-982.9498130099282,-879.9682886506514
0,3.0,0.0,9.0,1.0,0.0,3.0,-983.590883303862,-876.7952284127601
0,3.0,0.0,9.0,1.0,1.0,0.0,-937.8297456027401,-843.0044053931365
0,3.0,0.0,9.0,1.0,1.0,1.0,-936.1869599663398,-837.568606148352
0,3.0,0.0,9.0,1.0,1.0,2.0,-933.9966440536798,-831.5852766273078
0,3.0,0.0,9.0,1.0,1.0,3.0,-939.089893891552,-832.885512856796
0,3.0,0.0,9.0,1.0,2.0,0.0,-795.8808985328144,-701.594870454564
0,3.0,0.0,9.0,1.0,2.0,1.0,-859.9162615942644,-761.858792392884
0,3.0,0.0,9.0,1.0,2.0,2.0,-856.4050971641791,-754.5761868396687
0,3.0,0.0,9.0,1.0,2.0,3.0,-860.55281091057,-754.9524594629295
0,3.0,0.0,10.0,0.0,0.0,0.0,-969.2774400083408,-873.9241767127141
0,3.0,0.0,10.0,0.0,0.0,1.0,-967.6684518035886,-868.5010579761368
0,3.0,0.0,10.0,0.0,0.0,2.0,-966.3083448213074,-863.3268204620306
0,3.0,0.0,10.0,0.0,0.0,3.0,-981.6775098789335,-874.8818549878316
0,3.0,0.0,10.0,0.0,1.0,0.0,-936.4349346742931,-841.6095944646895
0,3.0,0.0,10.0,0.0,1.0,1.0,-937.3257903356794,-838.7074365176916
0,3.0,0.0,10.0,0.0,1.0,2.0,-934.1146427946626,-831.7032753682906
0,3.0,0.0,10.0,0.0,1.0,3.0,-937.6657307065211,-831.4613496717651
0,3.0,0.0,10.0,0.0,2.0,0.0,-736.4413384038837,-642.1553103256333
0,3.0,0.0,10.0,0.0,2.0,1.0,-860.3712648810115,-762.3137956796311
0,3.0,0.0,10.0,0.0,2.0,2.0,-853.1483891451346,-751.3194788206242
0,3.0,0.0,10.0,0.0,2.0,3.0,-852.0798118407396,-746.4794603930991
0,3.0,0.0,10.0,1.0,0.0,0.0,-970.7884360790454,-871.6210422515936
0,3.0,0.0,10.0,1.0,0.0,1.0,-979.8268875439728,-876.845363184696
0,3.0,0.0,10.0,1.0,0.0,2.0,-979.1772668863257,-872.3816119952238
0,3.0,0.0,10.0,1.0,0.0,3.0,-983.3918484581816,-872.7820630352546
0,3.0,0.0,10.0,1.0,1.0,0.0,-936.7950867801701,-838.1767329621823
0,3.0,0.0,10.0,1.0,1.0,1.0,-935.1479546376848,-832.736587211313
0,3.0,0.0,10.0,1.0,1.0,2.0,-932.8768955483577,-826.6725145136016
0,3.0,0.0,10.0,1.0,1.0,3.0,-937.4173412126041,-827.419946569464
0,3.0,0.0,10.0,1.0,2.0,0.0,-796.0660968361391,-698.0086276347587
0,3.0,0.0,10.0,1.0,2.0,1.0,-858.0988774434381,-756.2699671189278
0,3.0,0.0,10.0,1.0,2.0,2.0,-856.6823647167892,-751.0820132691488
0,3.0,0.0,10.0,1.0,2.0,3.0,-860.0935878724553,-750.7217953016848
0,3.0,1.0,0.0,0.0,0.0,0.0,-963.049550607175,-905.8824357125245
0,3.0,1.0,0.0,0.0,0.0,1.0,-963.656516764945,-902.6782608773177
0,3.0,1.0,0.0,0.0,0.0,2.0,-962.7370853754157,-897.9476884948118
0,3.0,1.0,0.0,0.0,0.0,3.0,-976.6081073022872,-908.0075694287066
0,3.0,1.0,0.0,0.0,1.0,0.0,-762.7298463455082,-705.8804437820495
0,3.0,1.0,0.0,0.0,1.0,1.0,-928.9187354007745,-868.2793726664185
0,3.0,1.0,0.0,0.0,1.0,2.0,-927.6395888410425,-863.2102659357892
0,3.0,1.0,0.0,0.0,1.0,3.0,-925.9844574670109,-857.7651743908604
0,3.0,1.0,0.0,0.0,2.0,0.0,-412.1510571924734,-355.6262422555668
0,3.0,1.0,0.0,0.0,2.0,1.0,-710.0679406550782,-649.7748047223779
0,3.0,1.0,0.0,0.0,2.0,2.0,-847.5945766266393,-783.5331196981451
0,3.0,1.0,0.0,0.0,2.0,3.0,-842.523572829166,-774.6937949048781
0,3.0,1.0,0.0,1.0,0.0,0.0,-964.067252598909,-903.0889967112818
0,3.0,1.0,0.0,1.0,0.0,1.0,-972.1450223707337,-907.3556254901298
0,3.0,1.0,0.0,1.0,0.0,2.0,-972.1984698423936,-903.597931968813
0,3.0,1.0,0.0,1.0,0.0,3.0,-977.4470092721465,-905.0353304055892
0,3.0,1.0,0.0,1.0,1.0,0.0,-842.6484598251857,-782.0090970908296
0,3.0,1.0,0.0,1.0,1.0,1.0,-927.5318604108965,-863.1025375056431
0,3.0,1.0,0.0,1.0,1.0,2.0,-925.1311753080488,-856.9118922318983
0,3.0,1.0,0.0,1.0,1.0,3.0,-926.2167213710627,-854.2074781240149
0,3.0,1.0,0.0,1.0,2.0,0.0,-550.0949733140536,-489.80183738135327
0,3.0,1.0,0.0,1.0,2.0,1.0,-782.1370004108571,-718.075543482363
0,3.0,1.0,0.0,1.0,2.0,2.0,-730.5701553772553,-662.7403774529674
0,3.0,1.0,0.0,1.0,2.0,3.0,-844.2328583575434,-772.6347594374618
0,3.0,1.0,1.0,0.0,0.0,0.0,-981.9975561929277,-921.0193003053005
0,3.0,1.0,1.0,0.0,0.0,1.0,-981.1160703544116,-916.3266734738077
0,3.0,1.0,1.0,0.0,0.0,2.0,-980.3318868594822,-911.7313489859016
0,3.0,1.0,1.0,0.0,0.0,3.0,-993.0039487790423,-920.592269912485
0,3.0,1.0,1.0,0.0,1.0,0.0,-794.2114086120365,-733.5720458776805
0,3.0,1.0,1.0,0.0,1.0,1.0,-939.041729791302,-874.6124068860487
0,3.0,1.0,1.0,0.0,1.0,2.0,-941.1991327786185,-872.979849702468
0,3.0,1.0,1.0,0.0,1.0,3.0,-937.2847972521972,-865.2755540051494
0,3.0,1.0,1.0,0.0,2.0,0.0,-410.2075094441138,-349.91437351141343
0,3.0,1.0,1.0,0.0,2.0,1.0,-708.5227383329509,-644.4612814044567
0,3.0,1.0,1.0,0.0,2.0,2.0,-861.1940423347697,-793.3642644104818
0,3.0,1.0,1.0,0.0,2.0,3.0,-853.9140817655126,-782.3159828454309
0,3.0,1.0,1.0,1.0,0.0,0.0,-981.5756595125738,-916.7862626319699
0,3.0,1.0,1.0,1.0,0.0,1.0,-981.432156116422,-912.8316182428414
0,3.0,1.0,1.0,1.0,0.0,2.0,-984.9638141554569,-912.5521352888996
0,3.0,1.0,1.0,1.0,0.0,3.0,-992.0143327674161,-915.7915129078822
0,3.0,1.0,1.0,1.0,1.0,0.0,-854.8840930223897,-790.4547701171364
0,3.0,1.0,1.0,1.0,1.0,1.0,-940.1927711107704,-871.9734880346199
0,3.0,1.0,1.0,1.0,1.0,2.0,-933.5311724702858,-861.521929223238
0,3.0,1.0,1.0,1.0,1.0,3.0,-936.0521314823791,-860.2529280644341
0,3.0,1.0,1.0,1.0,2.0,0.0,-565.7470651470614,-501.6856082185673
0,3.0,1.0,1.0,1.0,2.0,1.0,-794.8265591210818,-726.9967811967939
0,3.0,1.0,1.0,1.0,2.0,2.0,-844.2678334787049,-772.6697345586233
0,3.0,1.0,1.0,1.0,2.0,3.0,-853.6501088269608,-778.2836889110854
0,3.0,1.0,2.0,0.0,0.0,0.0,-955.2469799300341,-890.4575830494301
0,3.0,1.0,2.0,0.0,0.0,1.0,-959.0148324274473,-890.4142945538667
0,3.0,1.0,2.0,0.0,0.0,2.0,-959.0927619394774,-886.6810830729202
0,3.0,1.0,2.0,0.0,0.0,3.0,-971.9863106279103,-895.7634907683762
0,3.0,1.0,2.0,0.0,1.0,0.0,-800.266190923544,-735.8368680182906
0,3.0,1.0,2.0,0.0,1.0,1.0,-939.5986168637023,-871.3793337875518
0,3.0,1.0,2.0,0.0,1.0,2.0,-937.7814137216366,-865.7721704745887
0,3.0,1.0,2.0,0.0,1.0,3.0,-935.4177518241031,-859.6185484061581
0,3.0,1.0,2.0,0.0,2.0,0.0,-456.85935837165187,-392.79790144315774
0,3.0,1.0,2.0,0.0,2.0,1.0,-709.846442661416,-642.016664737128
0,3.0,1.0,2.0,0.0,2.0,2.0,-857.0359825161498,-785.4378835960681
0,3.0,1.0,2.0,0.0,2.0,3.0,-852.6370434720801,-777.2706235562047
0,3.0,1.0,2.0,1.0,0.0,0.0,-960.4191384460627,-891.8186005724821
0,3.0,1.0,2.0,1.0,0.0,1.0,-965.325063880189,-892.9133850136317
0,3.0,1.0,2.0,1.0,0.0,2.0,-962.9708706402755,-886.7480507807416
0,3.0,1.0,2.0,1.0,0.0,3.0,-974.899941719859,-894.8659808673483
0,3.0,1.0,2.0,1.0,1.0,0.0,-862.9971360866373,-794.7778530104868
0,3.0,1.0,2.0,1.0,1.0,1.0,-937.3422572239438,-865.3330139768959
0,3.0,1.0,2.0,1.0,1.0,2.0,-935.5699956401359,-859.7707922221908
0,3.0,1.0,2.0,1.0,1.0,3.0,-935.7643690283196,-856.1752054394773
0,3.0,1.0,2.0,1.0,2.0,0.0,-588.7894571884214,-520.9596792641335
0,3.0,1.0,2.0,1.0,2.0,1.0,-799.7569696175831,-728.1588706975015
0,3.0,1.0,2.0,1.0,2.0,2.0,-803.1343881977676,-727.7679682818922
0,3.0,1.0,2.0,1.0,2.0,3.0,-851.6407866096939,-772.5060456980248
0,3.0,1.0,3.0,0.0,0.0,0.0,-979.0734859969713,-910.4729481233907
0,3.0,1.0,3.0,0.0,0.0,1.0,-977.8650232084209,-905.4533443418636
0,3.0,1.0,3.0,0.0,0.0,2.0,-976.7295801002424,-900.5067602407084
0,3.0,1.0,3.0,0.0,0.0,3.0,-990.1230349724722,-910.0890741199614
0,3.0,1.0,3.0,0.0,1.0,0.0,-832.5243733131322,-764.3050902369816
0,3.0,1.0,3.0,0.0,1.0,1.0,-932.7857621674058,-860.776518920358
0,3.0,1.0,3.0,0.0,1.0,2.0,-930.7453247859149,-854.9461213679699
0,3.0,1.0,3.0,0.0,1.0,3.0,-928.9381183952414,-849.3489548063991
0,3.0,1.0,3.0,0.0,2.0,0.0,-530.2064353696658,-462.3766574453779
